Date,Product,Category,Region,Units,Revenue
2024-08-11,Shoes,Fashion,South,3,2745
2024-06-22,Coffee Maker,Home,East,5,4090
2024-02-10,Coffee Maker,Home,West,9,2007
2023-09-04,Watch,Accessories,East,1,1032
2023-06-09,Coffee Maker,Home,West,8,5560
2024-10-01,Jacket,Fashion,West,1,359
2023-12-29,Watch,Accessories,South,2,1480
2024-10-04,Smartphone,Electronics,North,5,5500
2024-02-10,Watch,Accessories,North,8,8472
2023-12-22,Laptop,Electronics,South,3,2970
2024-09-08,Desk Lamp,Home,East,7,3220
2023-10-22,Coffee Maker,Home,North,7,7441
2023-04-14,T-shirt,Fashion,South,5,1830
2023-01-23,T-shirt,Fashion,South,7,6055
2024-12-22,Sunglasses,Accessories,West,10,9210
2023-03-16,Jacket,Fashion,East,9,6777
2023-07-30,Watch,Accessories,West,3,3180
2023-11-06,Smartphone,Electronics,West,3,1920
2023-08-15,Headphones,Electronics,West,1,612
2024-12-22,Sunglasses,Accessories,East,7,224
2024-12-18,Shoes,Fashion,North,9,9045
2023-02-05,Backpack,Accessories,West,3,1683
2024-10-22,Sunglasses,Accessories,West,8,2360
2024-08-31,Coffee Maker,Home,West,2,1890
2024-05-28,Backpack,Accessories,West,3,3126
2023-09-12,Smartphone,Electronics,West,6,720
2024-06-27,Smartphone,Electronics,North,10,10470
2024-06-10,T-shirt,Fashion,South,8,1440
2024-09-21,Laptop,Electronics,North,1,1078
2024-11-20,Sunglasses,Accessories,West,2,756
2023-02-20,Laptop,Electronics,East,3,2487
2023-01-21,Coffee Maker,Home,North,6,684
2024-11-19,Coffee Maker,Home,East,8,3736
2024-02-20,Smartphone,Electronics,West,10,320
2023-05-17,Smartphone,Electronics,South,6,5250
2024-10-20,Desk Lamp,Home,West,10,1920
2024-01-28,Headphones,Electronics,West,3,1824
2024-06-28,Smartphone,Electronics,West,7,980
2023-10-07,Watch,Accessories,South,4,2848
2023-01-03,T-shirt,Fashion,West,3,156
2024-03-16,Jacket,Fashion,East,3,2484
2024-11-06,Blender,Home,West,10,3000
2023-07-22,Laptop,Electronics,West,2,2044
2023-02-20,Watch,Accessories,North,7,5537
2024-03-06,Laptop,Electronics,West,8,5344
2024-07-07,Blender,Home,East,3,3192
2023-09-24,Blender,Home,East,10,10180
2023-08-30,T-shirt,Fashion,West,2,2068
2024-05-01,Backpack,Accessories,East,10,7080
2023-11-16,T-shirt,Fashion,North,4,696
2024-11-30,Coffee Maker,Home,East,6,6756
2024-08-04,Smartphone,Electronics,East,5,3195
2023-01-31,Jacket,Fashion,South,3,1551
2024-10-15,Shoes,Fashion,West,7,3122
2023-09-11,Sunglasses,Accessories,North,4,4220
2023-02-27,Jacket,Fashion,North,8,9184
2023-10-15,Shoes,Fashion,West,6,3204
2024-03-29,Blender,Home,North,5,495
2024-10-08,Headphones,Electronics,North,8,8880
2023-04-25,Smartphone,Electronics,South,3,2796
2023-10-04,Sunglasses,Accessories,West,10,2840
2024-10-28,Sunglasses,Accessories,North,1,183
2023-02-13,Jacket,Fashion,West,2,2004
2024-09-15,Laptop,Electronics,East,4,2684
2023-11-18,Coffee Maker,Home,North,1,316
2024-04-24,Sunglasses,Accessories,South,4,1024
2023-12-13,Smartphone,Electronics,East,7,1953
2023-05-21,Blender,Home,South,2,550
2023-02-11,Coffee Maker,Home,North,4,1296
2024-07-07,Coffee Maker,Home,South,2,2166
2024-04-09,Sunglasses,Accessories,South,7,1988
2023-03-01,Smartphone,Electronics,East,1,854
2024-09-03,T-shirt,Fashion,South,3,117
2023-05-01,Smartphone,Electronics,East,9,8784
2024-06-21,Watch,Accessories,East,8,1088
2024-08-28,Backpack,Accessories,West,1,229
2024-07-18,Jacket,Fashion,South,1,943
2023-07-16,Coffee Maker,Home,South,1,140
2024-11-30,Shoes,Fashion,East,6,7134
2023-05-04,Desk Lamp,Home,West,2,924
2023-11-22,Backpack,Accessories,North,7,5740
2024-05-27,Laptop,Electronics,East,3,1293
2023-01-24,Blender,Home,North,5,2320
2023-03-18,T-shirt,Fashion,East,7,3458
2024-09-19,Jacket,Fashion,North,10,8680
2023-12-08,Watch,Accessories,South,8,2008
2023-12-26,T-shirt,Fashion,West,8,1520
2023-02-09,Backpack,Accessories,North,3,963
2024-08-15,Jacket,Fashion,East,7,840
2024-02-21,Jacket,Fashion,West,5,3750
2023-07-18,Jacket,Fashion,West,2,2002
2023-05-20,Smartphone,Electronics,North,5,535
2023-05-05,Desk Lamp,Home,South,5,3215
2023-03-28,Jacket,Fashion,West,6,5310
2024-06-12,Watch,Accessories,North,2,2048
2024-11-29,Desk Lamp,Home,South,4,1712
2023-11-29,Watch,Accessories,South,3,2937
2023-10-24,Headphones,Electronics,East,7,6244
2023-03-13,Coffee Maker,Home,North,10,9090
2023-05-06,Headphones,Electronics,South,8,2416
2024-04-22,Watch,Accessories,West,7,1631
2024-07-11,Coffee Maker,Home,East,6,5880
2023-09-12,Backpack,Accessories,North,8,1520
2024-06-26,Sunglasses,Accessories,North,9,1638
2023-04-22,Jacket,Fashion,West,4,840
2024-05-04,Smartphone,Electronics,North,1,285
2023-02-10,Backpack,Accessories,West,8,4216
2024-04-04,Backpack,Accessories,North,1,466
2023-03-23,Laptop,Electronics,North,5,1495
2024-09-05,Jacket,Fashion,West,7,4396
2024-06-01,Shoes,Fashion,North,2,2182
2024-06-21,Blender,Home,North,5,1995
2024-10-01,Sunglasses,Accessories,West,2,714
2024-02-25,Laptop,Electronics,South,7,8092
2023-05-02,Headphones,Electronics,West,2,1604
2023-05-20,Smartphone,Electronics,West,6,708
2024-06-23,Headphones,Electronics,West,1,746
2023-05-09,Watch,Accessories,East,3,660
2023-09-21,T-shirt,Fashion,East,10,11830
2024-05-09,Watch,Accessories,North,7,4963
2023-05-13,Smartphone,Electronics,West,8,3928
2024-10-06,Headphones,Electronics,North,4,1688
2023-06-20,Blender,Home,South,9,3276
2024-12-14,Jacket,Fashion,East,9,432
2024-06-05,Sunglasses,Accessories,East,9,3366
2024-06-03,Coffee Maker,Home,East,7,2912
2024-09-21,Sunglasses,Accessories,West,9,5724
2024-05-06,Blender,Home,West,5,1490
2023-06-16,Smartphone,Electronics,North,3,516
2024-09-29,Headphones,Electronics,East,7,5376
2024-12-19,Watch,Accessories,North,2,2018
2023-12-03,Watch,Accessories,West,6,2868
2023-07-24,Desk Lamp,Home,North,7,2506
2023-02-13,Jacket,Fashion,North,2,2000
2024-09-27,Backpack,Accessories,South,7,6034
2024-03-29,Watch,Accessories,West,4,1620
2023-06-11,Sunglasses,Accessories,South,2,794
2023-04-03,Desk Lamp,Home,East,8,4008
2023-01-22,Headphones,Electronics,West,5,2685
2024-09-03,Watch,Accessories,West,4,1828
2023-12-22,T-shirt,Fashion,North,4,504
2024-10-24,Headphones,Electronics,West,8,8328
2024-10-05,Headphones,Electronics,West,10,4540
2023-03-02,Jacket,Fashion,South,8,5600
2023-05-04,Jacket,Fashion,North,5,3745
2023-02-26,Sunglasses,Accessories,North,4,1788
2023-10-15,Blender,Home,North,8,4944
2024-11-18,Laptop,Electronics,East,10,2080
2023-03-26,Blender,Home,South,1,777
2024-08-25,Blender,Home,North,2,1064
2023-11-12,Desk Lamp,Home,North,2,2356
2023-09-11,Shoes,Fashion,North,9,5022
2024-08-10,Coffee Maker,Home,East,10,7890
2023-09-26,Coffee Maker,Home,East,4,880
2023-09-16,Blender,Home,West,9,981
2024-11-14,Smartphone,Electronics,South,10,10470
2023-06-24,Shoes,Fashion,West,9,1512
2023-05-13,Watch,Accessories,West,5,2395
2024-12-07,Desk Lamp,Home,South,7,4795
2023-02-22,Laptop,Electronics,North,3,2760
2024-01-23,Desk Lamp,Home,West,10,7840
2023-05-17,Laptop,Electronics,East,9,10638
2023-02-02,Smartphone,Electronics,West,9,8046
2023-06-01,Desk Lamp,Home,North,10,4210
2023-02-23,Backpack,Accessories,East,4,1508
2023-06-22,Backpack,Accessories,North,4,3856
2024-10-07,Watch,Accessories,North,9,9477
2023-06-24,T-shirt,Fashion,North,8,8536
2023-05-29,Sunglasses,Accessories,North,6,3918
2024-01-27,Headphones,Electronics,East,6,1824
2023-05-17,T-shirt,Fashion,West,6,414
2023-12-01,Coffee Maker,Home,South,7,2793
2024-06-12,Shoes,Fashion,South,7,1799
2023-10-29,Headphones,Electronics,North,8,4104
2023-10-26,Sunglasses,Accessories,North,5,5095
2024-02-04,Shoes,Fashion,West,6,6756
2023-10-27,Sunglasses,Accessories,North,8,2904
2024-05-07,Coffee Maker,Home,South,6,126
2023-10-28,T-shirt,Fashion,North,5,4285
2024-10-29,Blender,Home,West,1,884
2024-09-07,Sunglasses,Accessories,East,2,556
2024-01-25,Desk Lamp,Home,North,9,891
2023-08-09,Laptop,Electronics,East,7,6769
2023-02-08,Headphones,Electronics,East,7,8253
2024-11-26,Shoes,Fashion,North,6,4080
2024-05-14,Blender,Home,West,7,1897
2024-12-25,Jacket,Fashion,East,1,189
2023-08-05,Shoes,Fashion,North,9,4041
2024-07-06,Backpack,Accessories,North,7,5803
2024-12-31,Smartphone,Electronics,West,5,2950
2023-09-22,Smartphone,Electronics,West,8,2904
2023-01-19,Backpack,Accessories,South,9,9117
2023-10-02,Jacket,Fashion,West,4,1092
2023-02-20,Jacket,Fashion,West,4,2404
2024-08-24,Coffee Maker,Home,South,3,792
2024-01-28,Smartphone,Electronics,East,5,4450
2024-02-14,Sunglasses,Accessories,North,6,6540
2024-10-14,T-shirt,Fashion,West,4,2632
2023-08-11,Headphones,Electronics,North,6,4428
2024-10-29,Blender,Home,East,6,1824
2023-12-12,Desk Lamp,Home,West,4,1896
2024-07-21,Coffee Maker,Home,North,4,1004
2023-08-22,Jacket,Fashion,South,6,120
2023-05-28,Desk Lamp,Home,North,6,4062
2023-10-01,Blender,Home,North,3,3225
2023-02-23,Laptop,Electronics,West,6,1518
2023-07-13,Desk Lamp,Home,South,7,2520
2023-11-07,Sunglasses,Accessories,South,10,11180
2023-11-01,T-shirt,Fashion,West,4,1432
2024-01-24,Watch,Accessories,West,2,660
2023-02-22,Jacket,Fashion,West,4,3528
2023-06-10,Coffee Maker,Home,South,9,1026
2024-09-11,Jacket,Fashion,North,7,8064
2023-08-26,Shoes,Fashion,South,1,169
2024-10-09,Laptop,Electronics,West,1,462
2024-01-06,Shoes,Fashion,North,10,7930
2024-01-02,Watch,Accessories,South,5,1375
2023-04-17,Jacket,Fashion,North,10,4930
2023-08-17,T-shirt,Fashion,South,4,464
2023-08-27,Blender,Home,South,6,6846
2024-07-03,Watch,Accessories,North,1,449
2024-09-30,Headphones,Electronics,East,1,264
2023-04-21,Shoes,Fashion,South,2,628
2023-10-24,Blender,Home,North,10,8460
2023-09-27,T-shirt,Fashion,North,2,1492
2024-07-16,Watch,Accessories,South,10,6830
2023-05-06,Shoes,Fashion,West,8,2560
2023-07-29,Desk Lamp,Home,South,10,4520
2024-11-05,Watch,Accessories,North,4,376
2024-07-12,Headphones,Electronics,South,1,285
2023-03-23,Smartphone,Electronics,South,3,1845
2024-03-18,Desk Lamp,Home,East,7,273
2023-10-18,T-shirt,Fashion,South,1,196
2024-07-18,Watch,Accessories,East,6,6648
2023-03-26,Coffee Maker,Home,North,8,4784
2023-05-17,Sunglasses,Accessories,West,7,651
2023-03-25,Smartphone,Electronics,West,8,9408
2024-08-25,Coffee Maker,Home,South,3,2859
2023-03-24,T-shirt,Fashion,East,4,3628
2024-11-20,Smartphone,Electronics,South,6,726
2023-12-08,T-shirt,Fashion,West,3,2568
2024-02-19,Jacket,Fashion,East,2,154
2024-04-29,Smartphone,Electronics,East,9,2205
2023-08-14,Desk Lamp,Home,South,10,7820
2023-07-20,Blender,Home,South,10,9640
2023-05-10,Shoes,Fashion,East,7,434
2024-02-21,Watch,Accessories,West,7,4116
2023-05-29,Backpack,Accessories,West,2,2016
2023-08-15,Laptop,Electronics,West,8,240
2024-12-05,Headphones,Electronics,West,1,850
2023-04-04,Laptop,Electronics,West,10,7240
2024-03-10,Smartphone,Electronics,North,9,5013
2024-04-08,Blender,Home,South,5,2230
2023-04-21,Watch,Accessories,North,3,2223
2024-10-29,Headphones,Electronics,West,9,2655
2023-09-11,T-shirt,Fashion,West,1,713
2023-04-13,Headphones,Electronics,South,8,5464
2023-02-16,Smartphone,Electronics,North,9,2079
2024-03-12,Smartphone,Electronics,East,2,1272
2023-05-04,Jacket,Fashion,East,3,588
2024-02-08,Backpack,Accessories,North,8,1104
2023-04-07,T-shirt,Fashion,North,9,7029
2024-08-02,Blender,Home,South,2,2116
2023-11-17,T-shirt,Fashion,West,3,2664
2023-10-05,Backpack,Accessories,East,5,1220
2024-09-09,Headphones,Electronics,South,4,3588
2024-04-18,Jacket,Fashion,North,5,3615
2023-12-27,Coffee Maker,Home,West,8,5328
2024-07-24,Jacket,Fashion,North,7,574
2023-02-28,Headphones,Electronics,East,10,10180
2023-10-27,Desk Lamp,Home,West,4,2744
2023-06-08,Smartphone,Electronics,North,7,3563
2024-12-27,Desk Lamp,Home,South,7,1855
2024-05-03,Laptop,Electronics,South,10,4500
2024-07-23,Shoes,Fashion,East,4,448
2023-03-08,Headphones,Electronics,West,9,4338
2023-12-08,T-shirt,Fashion,North,8,8080
2024-05-02,Coffee Maker,Home,South,7,5117
2023-01-14,Laptop,Electronics,North,4,2588
2024-12-28,Backpack,Accessories,West,1,53
2024-01-31,Jacket,Fashion,West,5,3480
2023-06-09,T-shirt,Fashion,North,6,3066
2024-08-08,Smartphone,Electronics,East,3,120
2024-09-01,Headphones,Electronics,North,4,2672
2024-05-21,Watch,Accessories,North,1,1131
2024-06-27,Watch,Accessories,East,3,2352
2024-09-24,Headphones,Electronics,East,5,210
2024-06-20,Blender,Home,East,8,3800
2024-02-04,Blender,Home,South,10,8670
2024-05-07,Shoes,Fashion,West,5,4620
2024-06-09,Blender,Home,West,9,2664
2023-07-26,Backpack,Accessories,East,3,2628
2023-09-15,Backpack,Accessories,South,5,2585
2023-08-11,Headphones,Electronics,East,3,666
2023-10-10,Sunglasses,Accessories,South,2,1940
2024-12-21,T-shirt,Fashion,East,4,4516
2023-10-22,Jacket,Fashion,North,2,982
2023-08-03,T-shirt,Fashion,West,2,456
2024-08-31,Desk Lamp,Home,South,6,4380
2023-06-22,Shoes,Fashion,East,4,1916
2024-06-29,Coffee Maker,Home,South,6,1068
2024-06-04,Laptop,Electronics,West,9,1746
2023-08-20,T-shirt,Fashion,West,1,436
2023-07-08,Watch,Accessories,South,5,2915
2023-12-20,Blender,Home,South,3,519
2023-02-13,Coffee Maker,Home,North,4,1048
2023-11-05,Sunglasses,Accessories,North,7,4389
2024-01-01,Headphones,Electronics,South,3,1122
2023-10-26,Watch,Accessories,South,7,1806
2023-11-04,Backpack,Accessories,South,6,6402
2023-04-16,Jacket,Fashion,East,6,5106
2023-07-27,Jacket,Fashion,South,8,9208
2024-07-31,Backpack,Accessories,East,4,4532
2024-05-23,Sunglasses,Accessories,West,2,1496
2024-08-24,Smartphone,Electronics,North,8,8488
2024-11-08,Headphones,Electronics,North,7,7392
2024-01-23,Laptop,Electronics,South,6,234
2023-11-21,Watch,Accessories,West,5,840
2024-04-15,Desk Lamp,Home,North,4,2348
2023-02-25,Headphones,Electronics,North,10,7950
2024-10-08,Desk Lamp,Home,South,3,2340
2024-03-02,Backpack,Accessories,East,7,1981
2023-03-06,Jacket,Fashion,West,10,9200
2023-09-10,Laptop,Electronics,West,1,1066
2024-01-13,Headphones,Electronics,South,9,2943
2023-05-05,Watch,Accessories,North,2,614
2024-06-26,Laptop,Electronics,North,5,5180
2023-06-19,Backpack,Accessories,West,10,5180
2024-03-14,Shoes,Fashion,East,3,891
2024-01-03,Shoes,Fashion,East,4,4072
2024-01-15,Sunglasses,Accessories,North,8,2560
2024-07-11,Sunglasses,Accessories,South,8,7424
2024-03-08,T-shirt,Fashion,North,2,868
2023-03-07,Blender,Home,South,9,6507
2023-01-09,Watch,Accessories,West,2,1946
2023-01-22,Sunglasses,Accessories,South,10,11040
2024-02-23,Blender,Home,West,2,364
2023-04-30,Laptop,Electronics,North,4,3848
2023-09-30,Sunglasses,Accessories,East,9,5103
2023-10-29,Sunglasses,Accessories,South,8,4992
2024-11-29,Laptop,Electronics,East,5,1085
2024-03-30,Headphones,Electronics,North,5,5650
2023-11-01,Coffee Maker,Home,South,1,952
2024-01-23,Coffee Maker,Home,East,2,486
2023-11-05,Jacket,Fashion,West,6,3096
2023-08-05,Watch,Accessories,South,6,432
2024-05-20,Smartphone,Electronics,South,7,3444
2023-07-08,Headphones,Electronics,North,9,7920
2023-01-06,Sunglasses,Accessories,East,2,934
2023-12-24,Smartphone,Electronics,North,5,1855
2024-01-26,T-shirt,Fashion,East,2,2230
2024-02-08,Jacket,Fashion,North,4,2616
2023-04-05,Backpack,Accessories,East,8,7256
2023-07-23,T-shirt,Fashion,East,1,1187
2023-03-05,Coffee Maker,Home,East,5,755
2024-01-24,Backpack,Accessories,East,4,2560
2023-06-14,Backpack,Accessories,West,7,2933
2023-03-25,Blender,Home,South,1,773
2024-02-12,Headphones,Electronics,East,4,1324
2023-01-16,Sunglasses,Accessories,North,1,217
2023-08-25,Backpack,Accessories,North,2,2266
2024-04-04,T-shirt,Fashion,West,9,4293
2024-11-16,Coffee Maker,Home,East,7,6328
2023-09-15,Headphones,Electronics,South,4,1112
2023-09-29,Jacket,Fashion,North,1,443
2024-07-24,Laptop,Electronics,South,2,2200
2023-11-21,Backpack,Accessories,East,5,2055
2024-07-11,Headphones,Electronics,South,6,6432
2024-03-14,Jacket,Fashion,South,4,2312
2024-10-05,Headphones,Electronics,East,5,1520
2023-08-13,Desk Lamp,Home,East,7,5166
2024-09-11,T-shirt,Fashion,West,5,4815
2024-07-17,Laptop,Electronics,West,8,6872
2023-01-12,Desk Lamp,Home,South,7,7630
2024-07-11,Shoes,Fashion,North,1,984
2024-05-02,Blender,Home,East,3,1095
2023-07-25,Desk Lamp,Home,West,4,1876
2023-07-01,Watch,Accessories,North,10,5350
2024-04-16,Coffee Maker,Home,South,7,5810
2023-11-09,Desk Lamp,Home,North,7,1029
2023-07-02,Backpack,Accessories,West,1,523
2024-04-06,Coffee Maker,Home,South,7,3934
2023-12-15,Backpack,Accessories,South,5,4030
2023-10-25,Backpack,Accessories,North,9,4383
2023-07-26,Blender,Home,East,6,2790
2024-11-29,Coffee Maker,Home,North,2,1478
2023-04-29,Blender,Home,East,5,3645
2024-04-19,Jacket,Fashion,West,2,1474
2023-07-16,Desk Lamp,Home,South,1,986
2023-08-02,Coffee Maker,Home,South,4,1144
2024-04-16,T-shirt,Fashion,North,6,5796
2023-04-14,Headphones,Electronics,West,2,1814
2023-08-02,T-shirt,Fashion,West,4,4404
2024-07-25,Sunglasses,Accessories,East,5,5035
2023-10-17,Shoes,Fashion,West,2,534
2024-01-15,Headphones,Electronics,East,5,2710
2023-06-05,Smartphone,Electronics,South,8,7488
2024-12-04,Jacket,Fashion,West,6,900
2024-10-08,Coffee Maker,Home,South,9,1287
2024-04-22,Backpack,Accessories,South,9,6777
2023-07-06,Desk Lamp,Home,South,8,1000
2024-10-02,T-shirt,Fashion,South,7,7252
2023-10-06,Desk Lamp,Home,South,5,5430
2023-09-03,Sunglasses,Accessories,East,7,6538
2023-06-21,Backpack,Accessories,South,4,4224
2024-12-21,T-shirt,Fashion,West,2,1682
2023-07-17,Jacket,Fashion,East,7,6545
2023-05-15,Blender,Home,West,10,6390
2024-10-13,Headphones,Electronics,North,2,2290
2024-04-09,Desk Lamp,Home,East,1,331
2024-01-12,Smartphone,Electronics,West,1,192
2024-09-03,Sunglasses,Accessories,North,6,4260
2023-08-15,Sunglasses,Accessories,North,5,5680
2024-05-21,Headphones,Electronics,East,3,1971
2024-02-24,Desk Lamp,Home,West,9,3330
2024-02-27,Jacket,Fashion,East,3,864
2024-06-20,Laptop,Electronics,North,7,7273
2024-05-24,Shoes,Fashion,West,1,299
2023-08-06,Watch,Accessories,North,5,5000
2023-03-01,Jacket,Fashion,South,1,1026
2023-02-25,Smartphone,Electronics,West,3,1551
2023-09-28,Sunglasses,Accessories,East,1,586
2024-07-22,Watch,Accessories,North,7,6412
2024-06-09,Shoes,Fashion,South,3,1215
2024-07-13,Watch,Accessories,South,7,7042
2023-01-29,Jacket,Fashion,North,9,5400
2024-12-14,Desk Lamp,Home,East,4,3716
2023-08-06,Sunglasses,Accessories,West,4,652
2023-12-25,Backpack,Accessories,West,10,8720
2024-06-20,Desk Lamp,Home,West,4,3472
2023-01-06,Smartphone,Electronics,East,9,8244
2024-06-30,Desk Lamp,Home,West,10,11690
2023-08-31,Shoes,Fashion,East,4,3816
2023-06-06,Desk Lamp,Home,East,1,476
2024-12-10,Laptop,Electronics,West,4,4228
2024-12-02,Watch,Accessories,North,10,7620
2024-06-16,Smartphone,Electronics,North,9,4383
2024-11-16,Smartphone,Electronics,South,10,5380
2024-08-16,Laptop,Electronics,North,3,1485
2024-02-03,Smartphone,Electronics,South,4,1052
2023-05-19,Backpack,Accessories,South,6,3660
2023-11-08,Sunglasses,Accessories,West,1,213
2023-05-18,Coffee Maker,Home,West,1,1093
2023-07-09,Backpack,Accessories,South,8,2160
2023-05-16,Jacket,Fashion,West,8,5168
2024-05-02,Watch,Accessories,East,7,7112
2024-04-22,Shoes,Fashion,East,9,2250
2024-02-27,T-shirt,Fashion,East,10,2230
2024-10-24,Coffee Maker,Home,North,10,10200
2024-07-07,T-shirt,Fashion,West,9,6309
2024-05-22,Headphones,Electronics,West,1,298
2024-08-21,T-shirt,Fashion,East,2,104
2024-11-05,Smartphone,Electronics,West,1,53
2024-04-19,T-shirt,Fashion,West,6,2082
2023-07-28,Shoes,Fashion,East,4,1900
2023-05-10,Smartphone,Electronics,East,10,6710
2023-01-20,Jacket,Fashion,West,4,2768
2024-12-14,Headphones,Electronics,South,1,1004
2023-01-10,Sunglasses,Accessories,West,7,4949
2023-10-05,Jacket,Fashion,West,7,1078
2024-07-16,Sunglasses,Accessories,East,3,528
2023-08-18,Laptop,Electronics,West,7,4585
2023-06-29,Backpack,Accessories,North,3,936
2023-11-05,Sunglasses,Accessories,West,9,6444
2024-12-31,Shoes,Fashion,South,6,5904
2024-08-04,Smartphone,Electronics,North,6,6132
2024-02-02,Shoes,Fashion,South,8,6568
2024-11-01,Headphones,Electronics,East,7,644
2023-08-24,Headphones,Electronics,North,1,704
2023-11-26,Jacket,Fashion,West,9,9765
2023-06-17,Watch,Accessories,South,8,9248
2023-02-14,Watch,Accessories,West,6,3480
2023-02-14,Laptop,Electronics,North,9,3195
2023-04-03,Coffee Maker,Home,North,9,9936
2024-01-29,Backpack,Accessories,West,6,2730
2023-09-05,Watch,Accessories,North,3,2883
2024-07-08,Shoes,Fashion,South,1,272
2023-01-16,Jacket,Fashion,South,5,2490
2023-05-22,Headphones,Electronics,West,6,1734
2024-01-20,Headphones,Electronics,North,4,4400
2024-09-15,Coffee Maker,Home,North,2,2024
2023-03-17,Jacket,Fashion,West,8,7376
2023-08-19,Watch,Accessories,South,6,546
2024-11-24,Blender,Home,West,7,5551
2024-11-24,Jacket,Fashion,North,10,2380
2023-03-03,Backpack,Accessories,South,10,8670
2024-06-03,Blender,Home,North,6,3768
2024-07-26,Desk Lamp,Home,West,8,8216
2024-09-04,Headphones,Electronics,East,8,8688
2023-03-31,Laptop,Electronics,North,2,650
2024-08-28,Blender,Home,West,10,2500
2023-08-19,Laptop,Electronics,East,8,3376
2024-11-14,Sunglasses,Accessories,East,8,9200
2023-06-27,Coffee Maker,Home,East,3,1458
2024-10-08,Jacket,Fashion,East,7,7140
2024-12-19,Laptop,Electronics,East,1,295
2023-07-19,Blender,Home,West,9,864
2023-10-04,Shoes,Fashion,East,6,4350
2024-03-17,T-shirt,Fashion,West,7,2044
2024-11-29,Desk Lamp,Home,West,7,3045
2024-08-13,Shoes,Fashion,North,5,150
2024-10-08,Headphones,Electronics,West,7,7924
2023-12-25,Backpack,Accessories,West,2,822
2023-06-21,Blender,Home,West,3,3516
2023-04-24,Jacket,Fashion,East,1,1090
2023-01-17,Jacket,Fashion,North,9,8154
2024-05-01,Blender,Home,West,6,5418
2024-06-10,Laptop,Electronics,North,5,930
2024-01-23,Laptop,Electronics,South,6,1932
2024-06-04,T-shirt,Fashion,West,9,2646
2024-02-23,Shoes,Fashion,South,3,1323
2023-05-31,Jacket,Fashion,North,7,3143
2023-03-12,Sunglasses,Accessories,North,4,4524
2023-09-27,Watch,Accessories,North,4,1884
2023-05-30,Backpack,Accessories,North,10,1500
2024-06-05,T-shirt,Fashion,North,3,1140
2024-12-26,Shoes,Fashion,North,6,6126
2023-01-21,Sunglasses,Accessories,East,8,4096
2024-07-01,Coffee Maker,Home,North,2,472
2024-06-02,Jacket,Fashion,West,2,2168
2023-08-29,Jacket,Fashion,East,2,1146
2024-09-07,Sunglasses,Accessories,North,3,756
2023-10-11,Sunglasses,Accessories,South,5,1780
2023-01-10,Jacket,Fashion,North,5,5920
2023-01-20,Jacket,Fashion,West,10,8090
2024-05-13,T-shirt,Fashion,East,1,657
2024-12-27,T-shirt,Fashion,East,5,2260
2023-11-05,Coffee Maker,Home,South,6,4944
2023-08-01,Sunglasses,Accessories,East,3,1719
2023-08-21,Jacket,Fashion,South,2,2098
2023-02-23,Blender,Home,South,6,6210
2023-05-19,Smartphone,Electronics,West,6,2940
2024-03-08,Shoes,Fashion,West,5,2635
2024-03-18,T-shirt,Fashion,South,2,50
2023-05-04,Headphones,Electronics,North,5,3725
2024-09-25,Shoes,Fashion,South,10,400
2024-02-24,Jacket,Fashion,West,10,5650
2024-03-13,Laptop,Electronics,North,8,1800
2024-05-29,Coffee Maker,Home,West,2,2218
2024-04-13,Laptop,Electronics,North,10,830
2024-06-21,Jacket,Fashion,West,10,8590
2023-09-21,Desk Lamp,Home,West,4,2660
2023-11-30,Blender,Home,East,10,1500
2023-11-30,Coffee Maker,Home,North,10,11060
2024-04-06,Blender,Home,East,5,5670
2024-04-12,Desk Lamp,Home,West,5,4560
2024-04-26,Backpack,Accessories,South,6,1680
2024-05-01,Smartphone,Electronics,West,10,9360
2023-12-12,Desk Lamp,Home,East,6,2658
2024-10-29,Watch,Accessories,North,8,3680
2024-08-21,Blender,Home,East,4,3704
2023-01-20,Shoes,Fashion,North,8,6920
2023-06-20,Headphones,Electronics,North,9,2268
2024-08-13,T-shirt,Fashion,North,4,1732
2023-02-28,Coffee Maker,Home,East,6,1632
2024-09-19,Smartphone,Electronics,North,5,3735
2023-12-24,Coffee Maker,Home,North,5,4670
2023-09-04,Headphones,Electronics,North,7,2366
2024-05-17,Coffee Maker,Home,East,6,6432
2024-12-22,Watch,Accessories,East,6,1068
2023-02-19,Jacket,Fashion,North,5,4695
2024-03-17,Laptop,Electronics,North,4,2360
2023-10-28,Watch,Accessories,West,9,9405
2023-03-01,Blender,Home,West,8,2272
2023-12-26,Coffee Maker,Home,East,3,2781
2023-03-19,Jacket,Fashion,West,8,9496
2023-01-13,Coffee Maker,Home,North,8,944
2024-01-20,Sunglasses,Accessories,East,8,6448
2024-01-31,Jacket,Fashion,East,2,1830
2024-10-23,Watch,Accessories,East,1,1137
2024-03-18,Jacket,Fashion,East,1,153
2023-05-08,Sunglasses,Accessories,North,6,4182
2023-01-20,Laptop,Electronics,North,2,2290
2024-03-10,Headphones,Electronics,West,9,7353
2024-10-14,Smartphone,Electronics,South,6,7080
2023-05-20,Jacket,Fashion,North,1,1034
2023-08-09,Headphones,Electronics,West,4,3452
2024-12-19,Shoes,Fashion,North,2,1226
2024-08-02,Laptop,Electronics,South,5,1455
2023-07-29,Shoes,Fashion,East,3,1551
2023-07-01,Backpack,Accessories,West,6,4260
2023-04-13,Jacket,Fashion,West,10,11690
2024-01-10,Headphones,Electronics,East,7,3164
